nbSyll;pron;origin;warning;remarques;POS;lineId;pageId
2;mĭʹdday;;;;n.;7.0;140
1;mĭʹddle;;;;n.;8.0;140
2;mĭʹddling;;;;a.;9.0;140
2;miʹdriff;;;;n.;10.0;140
3;mĭʹdſhĭpmen;;;;n.;11.0;140
3;mĭdsŭmmer;;nbSyll>1 et pas d'accent tonic;;n.;12.0;140
2;mĭʹdwīfe;;;;n.;13.0;140
1;mī_gh_t;;;;n.;14.0;140
2;mī_gh_ty;;nbSyll>1 et pas d'accent tonic;;a.;15.0;140
4;mĭgrāʹtion;L.;;;n.;16.0;140
1;mĭlc_h_;;;;a.;17.0;140
1;mīld;;;;a.;18.0;140
2;mĭʹldew;;;;n.;19.0;140
1;mīle;L.;;;n.;20.0;140
2;mĭʹlfoil;L.;;;n.;21.0;140
4;mĭʹlĭăry;;;;n.;22.0;140
3;mĭʹlĭtănt;;;;a.;23.0;140
4;mĭʹlĭtăry;L.;;;n.;24.0;140
4;mĭlĭʹtiā;L.;;;n.;25.0;140
1;mĭlk;;;;n.;26.0;140
2;mĭlky;;nbSyll>1 et pas d'accent tonic;;n.;27.0;140
1;mĭll;;;;n.;28.0;140
5;mĭllĕnāʹrĭans;L.;;;n.;29.0;140
3;mĭʹllĕner;;;;n.;30.0;140
4;mĭllĕʹnĭum;;;;n.;31.0;140
4;mĭllĕʹpĕdès;L.;;;n.;32.0;140
2;mĭʹller;;;;n.;33.0;140
2;mĭʹllet;F.;;;n.;34.0;140
3;mĭʹllĭon;F.;;;n.;35.0;140
2;mĭʹllrea;;;;n.;36.0;140
1;mĭlt;;;;n.;37.0;140
2;mĭʹmĭc;G.;;;n.;38.0;140
1;mĭnce;F.;;;v.;39.0;140
2;mĭʹncing;;;;n.;40.0;140
1;mīnd;;;;n.;41.0;140
2;mīʹndful;;;;a.;42.0;140
1;mīne;F.;;;n.;43.0;140
3;mĭʹnĕral;;;;a.;44.0;140
3;mĭʹnĕrals;L.;;;n.;45.0;140
2;mīʹners;;;;n.;46.0;140
3;mĭnĕʹrvā;;;;n.;47.0;140
2;mĭʹngle;;;;v.;48.0;140
4;mĭʹnĭătūre;;;;a.;49.0;140
3;mĭʹnĭon;;;;n.;50.0;140
2;mĭʹniſh;;;;v.;51.0;140
3;mĭʹnĭſt_e_r;;;;n.;52.0;140
5;mĭnĭſtĕʹrĭal;;;;a.;53.0;140
3;mĭʹnĭſtry;L.;;;n.;54.0;140
5;mĭnĭſtrāʹtion;;;;n.;55.0;140
3;mĭʹnĭum;L.;;;n.;56.0;140
3;mĭʹnnĕkins;;;;n.;57.0;140
2;mīʹnor;;;;n.;58.0;140
4;mīʹnŏrītes;;;;n.;59.0;140
4;minŏʹrĭty;;;;n.;60.0;140
3;minŏʹtaur;;;;n.;61.0;140
4;minŏʹvery;;;;n.;62.0;140
2;mĭʹnſt_e_r;;;;n.;63.0;140
2;mĭʹnſtrel;;;;n.;64.0;140
3;mĭʹnſtrĕly;;;;n.;65.0;140
1;mĭnt;;;;n.;66.0;140
3;mĭʹnūet;;;;n.;67.0;140
2;mĭnūʹte;;;;a.;68.0;140
1;mĭnx;;;;n.;69.0;140
3;mĭʹrăcle;L.;;;n.;70.0;140
4;mĭrăʹcŭl_o_us;;;;a.;71.0;140
1;mīre;;;;n.;72.0;140
3;mīʹrĭneſs;;;;n.;73.0;140
2;mĭʹrro_u_r;F.;;;n.;2.0;141
1;mĭrth;;;;n.;3.0;141
3;mĭsădvīʹſe;;;;v.;4.0;141
4;mĭsăʹnthrŏpiſt;;;;n.;5.0;141
4;mĭsăʹnthrŏpy;G.;;;n.;6.0;141
4;mĭsăpprĕhĕʹnd;F.;;;v.;7.0;141
3;mĭsăpplyʹ;;;;v.;8.0;141
3;mĭſbecŏʹme;;;;v.;9.0;141
3;mĭſbehāʹve;;;;v.;10.0;141
2;mĭſcaʹl;;;;v.;11.0;141
3;mĭſcăʹrry;;;;v.;12.0;141
5;mĭſcĕllāʹne_o_us;L.;;;a.;13.0;141
4;mĭʹcĕllănies;L.;;;n.;14.0;141
2;mĭſchăʹnce;;;;n.;15.0;141
2;mĭʹſchief;;;;n.;16.0;141
3;mĭſchieʹv_o_us;;;;a.;17.0;141
3;mĭſcŏnceiʹve;;;;v.;18.0;141
5;mĭſcŏnftrŭʹction;L.;;;n.;19.0;141
3;mĭſcŏʹnſtrūe;L.;;;v.;20.0;141
2;mĭſcȯu̇ʹnt;;;;v.;21.0;141
3;mĭʹſcrėȧnt;F.;;;n.;22.0;141
2;mĭſdeeʹds;;;;n.;23.0;141
4;mĭſdĕmeaʹno_u_r;F.;;;n.;24.0;141
2;mīʹſer;L.;;;n.;25.0;141
4;mĭʹsĕrable;;;;a.;26.0;141
3;mĭʹsĕry;L.;;;n.;27.0;141
3;mĭsfŏʹrtūne;;;;n.;28.0;141
2;mĭſgĭʹve;;;;v.;29.0;141
3;mĭſgŏʹvĕrn;;;;v.;30.0;141
2;mĭſhăʹp;;;;n.;31.0;141
3;mĭsĭmploʹy;;;;v.;32.0;141
3;mĭsĭnfoʹrm;;;;v.;33.0;141
4;mĭsĭntĕʹrpret;L.;;;v.;34.0;141
2;mĭsjŭʹdge;;;;v.;35.0;141
2;mĭʹſle;;;;v.;36.0;141
2;mĭſleaʹd;;;;v.;37.0;141
2;mĭſlīʹke;;;;v.;38.0;141
3;mĭſmăʹnage;;;;v.;39.0;141
4;mĭſmăʹnag_e_ment;;;;n.;40.0;141
2;mĭſmăʹtch;;;;v.;41.0;141
2;mĭſnāʹme;;;;v.;42.0;141
3;mĭſnōʹmer;L.;;;n.;43.0;141
2;mĭſplāʹce;;;;v.;44.0;141
2;mĭſprĭʹnt;;;;v.;45.0;141
4;mĭſprĭʹſion;;;;n.;46.0;141
2;mĭſquōʹte;;;;v.;47.0;141
3;mĭſrĕʹck_o_n;;;;v.;48.0;141
4;mĭſrĕprĕsĕʹnt;;;;v.;49.0;141
2;mĭſrūʹle;;;;n.;50.0;141
1;mĭſs;;;;n.;51.0;141
2;mĭʹſſal;L.;;;n.;52.0;141
3;mĭʹſſĕltoe;;;;n.;53.0;141
2;mĭʹſſ_e_n;;;;n.;54.0;141
3;miſshăʹp_e_n;;;;a.;55.0;141
3;mĭſſion;L.;nbSyll>1 et pas d'accent tonic;;n.;56.0;141
5;mĭſſionāry;;nbSyll>1 et pas d'accent tonic;;n.;57.0;141
2;mĭʹſsĭve;L.;;;a.;58.0;141
3;mĭſsūʹrā;L.;;;n.;59.0;141
1;mĭſt;;;;n.;60.0;141
2;mĭſtāʹke;;;;v.;61.0;141
2;mĭſtīʹme;;;;v.;62.0;141
2;mʹĭstreſs;;;;n.;63.0;141
2;mĭſtrŭʹſt;;;;n.;64.0;141
3;mĭſtrŭʹſtful;;;;a.;65.0;141
2;mĭʹſty.;;;;a.;66.0;141
4;mĭsŭndĕrſtăʹnd;;;;v.;67.0;141
2;mĭsūʹſe;;;;v.;68.0;141
2;mĭʹtchels;;;;n.;69.0;141
1;mīte;F.;;;n.;70.0;141
3;mĭʹthrĭdāte;;;;n.;71.0;141
3;mĭtigāte;L.;nbSyll>1 et pas d'accent tonic;;v.;72.0;141
2;mīʹtre;G.;;;n.;73.0;141
2;mĭʹttens;;;;n.;2.0;142
3;mĭʹttĭmŭs;L.;;;n.;3.0;142
1;mĭx;;;;v.;4.0;142
1;mĭxt;L.;;;a.;5.0;142
2;mĭxtūre;L.;nbSyll>1 et pas d'accent tonic;;n.;6.0;142
1;mĭzzle;;;;n.;7.0;142
1;moan;;;;n.;8.0;142
1;moat;;;;n.;9.0;142
1;mŏb;F.;;;n.;10.0;142
2;mŏʹbbiſh;;;;a.;11.0;142
4;mobĭʹlĭty;F.;;;n.;12.0;142
1;mŏck;;;;v.;13.0;142
3;mŏckădeeʹs;;;;n.;14.0;142
3;mŏʹckĕry;;;;n.;15.0;142
2;mŏʹdel;L.;;;n.;16.0;142
3;mŏʹdĕrāte;L.;;;a.;17.0;142
5;mŏdĕrāʹtion;;;;n.;18.0;142
4;mŏdĕrāʹtor;L.;;;n.;19.0;142
2;mŏʹdĕrn;L.;;;a.;20.0;142
3;mŏʹdĕrnneſs;;;;n.;21.0;142
2;mŏʹdĕrns;L.;;;n.;22.0;142
2;mŏʹdeſt;L.;;;a.;23.0;142
3;mŏʹdĕſty;L.;;;n.;24.0;142
3;mŏʹdĭcum;L.;;;n.;25.0;142
6;mŏdĭfĭcāʹtion;L.;;;n.;26.0;142
3;mŏʹdĭfy;L.;;;v.;27.0;142
4;mŏdĭʹllĭons;F.;;;n.;28.0;142
2;mōʹdiſh;;;;a.;29.0;142
5;mŏdŭlāʹtion;L.;;;n.;30.0;142
2;mŏʹdūle;F.;;;n.;31.0;142
2;mogŭʹl;;;;n.;32.0;142
2;moʹhair;;;;n.;33.0;142
2;moidoʹre;;;;n.;34.0;142
3;moiʹ_e_ty;F.;;;n.;35.0;142
1;moil;;;;v.;36.0;142
1;moiſt;;;;a.;37.0;142
2;moiʹſt_e_n;;;;v.;38.0;142
2;moiʹſtūre;;;;n.;39.0;142
2;mōʹlar;;;;a.;40.0;142
1;mold;;;;n.;41.0;142
1;mōle;;;;n.;42.0;142
5;mŏlĕſtāʹtion;L.;;;n.;43.0;142
3;mŏʹlĭnĭſts;;;;n.;44.0;142
3;mŏʹllĭfy;L.;;;v.;45.0;142
2;mŏʹloc_h_;;;;n.;46.0;142
3;mŏʹlŏſſes;;;;n.;47.0;142
1;mŏlt;;;;v.;48.0;142
2;mŏʹlt_e_n;;;;a.;49.0;142
2;mōʹment;L.;;;n.;50.0;142
4;mōʹmĕntăry;L.;;;n.;51.0;142
3;mōmĕʹnt_o_us;L.;;;a.;52.0;142
2;mōʹmus;;;;n.;53.0;142
3;mŏʹnăc_h_al;L.;;;a.;54.0;142
3;mŏʹnăc_h_iſm;;;;n.;55.0;142
2;mŏʹnărc_h_;G.;;;n.;56.0;142
4;mŏnăʹrc_h_ĭcal;G.;;;a.;57.0;142
3;mŏʹnărc_h_y;G.;;;n.;58.0;142
4;mŏʹnăſtery;;;;n.;59.0;142
4;mŏnăʹſtĭcal;;;;a.;60.0;142
2;mŏʹnday;;;;n.;61.0;142
2;mŏʹney;;;;n.;62.0;142
3;mŏʹneyed;;;;a.;63.0;142
3;mŏʹneyĕrs;;;;n.;64.0;142
3;mŏʹneyleſs;;;;a.;65.0;142
2;mŏʹnger;;;;n.;66.0;142
2;mŏʹngrel;;;;n.;67.0;142
4;mŏnĭʹtion;;;;n.;68.0;142
3;moʹnĭtor;L.;;;n.;69.0;142
4;mŏʹnĭtŏry;;;;a.;70.0;142
1;mŏnk;;;;n.;71.0;142
2;mŏʹnkey;;;;n.;72.0;142
2;mŏʹnkiſh;;;;a.;73.0;142
3;mŏʹnŏc_h_ord;G.;;;n.;2.0;143
3;mŏʹnŏdy;G.;;;n.;3.0;143
4;mŏnōʹmĭal;;;;n.;4.0;143
5;mŏnopĕʹtăl_o_us;;;;a.;5.0;143
4;mŏnŏʹpŏlīze;G.;;;v.;6.0;143
4;mŏnŏʹpŏly;G.;;;n.;7.0;143
2;moʹnops;;;;n.;8.0;143
5;mŏʹnŏſy̆llable;G.;;;n.;9.0;143
4;mŏnŏthēʹiſm;G.;;;n.;10.0;143
2;mŏnſooʹns;;;;n.;11.0;143
2;mŏʹnſt_e_r;L.;;;n.;12.0;143
2;mŏnſtr_o_us;L.;nbSyll>1 et pas d'accent tonic;;a.;13.0;143
1;mŏnt;F.;;;n.;14.0;143
5;mŏntĭfĭăʹſco;;;;n.;15.0;143
2;mŏnteʹt;;;;n.;16.0;143
1;mŏnth;;;;n.;17.0;143
2;mŏntrŏʹſs;;;;n.;18.0;143
3;mŏʹnūment;;;;n.;19.0;143
1;mood;;;;n.;20.0;143
2;mooʹdy;;;;a.;21.0;143
1;moon;;;;n.;22.0;143
1;moor;;;;n.;23.0;143
1;mooſe;;;;n.;24.0;143
1;moot;;;;n.;25.0;143
1;mŏp;;;;n.;26.0;143
1;mōpe;;;;n.;27.0;143
2;mŏʹral;;;;n.;28.0;143
4;mŏrăʹlĭty;;;;n.;29.0;143
3;mŏʹrălīze;;;;v.;30.0;143
2;mŏʹrals;;;;n.;31.0;143
2;mŏrăʹfs;;;;n.;32.0;143
2;mŏʹrbid;L.;;;a.;33.0;143
3;mŏrbĭʹfic;;;;a.;34.0;143
3;mŏrbĭʹlli;L.;;;n.;35.0;143
2;mŏʹrbus;L.;;;n.;36.0;143
2;mŏʹrel;;;;n.;37.0;143
2;mŏʹreſk;;;;n.;38.0;143
2;mŏʹrning;;;;n.;39.0;143
2;mŏrōʹſe;L.;;;a.;40.0;143
2;mŏʹrphew;F.;;;n.;41.0;143
3;mŏʹrphėu̇s;;;;n.;42.0;143
2;mŏʹrris;;;;n.;43.0;143
1;mŏrſe;;;;n.;44.0;143
2;mŏʹrſel;L.;;;n.;45.0;143
1;mŏrt;L.;;;n.;46.0;143
2;mŏʹrtal;;;;n.;47.0;143
4;mŏrtăʹlĭty;;;;n.;48.0;143
2;mŏʹrt_a_r;F.;;;n.;49.0;143
2;mŏʹrtgage;F.;;;n.;50.0;143
3;mŏrtgăgeʹe;;;;n.;51.0;143
3;mŏʹrtgăger;;;;n.;52.0;143
4;mŏrtĭʹfĕr_o_us;;;;a.;53.0;143
6;mŏrtĭfĭcāʹtion;;;;n.;54.0;143
2;mŏrʹtĭſe;F.;;;n.;55.0;143
2;mŏʹrtmain;F.;;;n.;56.0;143
4;mŏʹrtūăry;F.;;;n.;57.0;143
3;mosāʹic;;;;n.;58.0;143
3;mŏſc_h_ĕʹtto;;;;n.;59.0;143
1;moſq_ue_;;;;n.;60.0;143
1;mŏſs;;;;n.;61.0;143
2;mŏʹſſy;;;;a.;62.0;143
1;mōte;;;;n.;63.0;143
1;mŏth;;;;n.;64.0;143
2;mŏʹther;;;;n.;65.0;143
3;mŏʹthĕrleſs;;;;a.;66.0;143
3;mōʹtion;;;;n.;67.0;143
4;mōʹtionleſs;;;;a.;68.0;143
2;mŏʹtĭve;;;;n.;69.0;143
2;mŏʹtly;F.;;;n.;70.0;143
2;mŏʹtto;;;;n.;71.0;143
1;move (moove);L.;;Aide à la {pron}.;v.;72.0;143
3;moʹv_e_able;;;;a.;73.0;143
3;moʹv_e_ables;;;;n.;2.0;144
2;moʹv_e_ment;F.;;;n.;3.0;144
1;mȯu̇ld;F.;;;n.;4.0;144
2;mȯu̇ʹlder;;;;v.;5.0;144
3;mȯu̇ʹldĭneſs;;;;n.;6.0;144
2;mȯu̇ʹldings;;;;n.;7.0;144
2;mȯu̇ʹldy;;;;a.;8.0;144
1;mȯu̇lt;F.;;;v.;9.0;144
1;mȯu̇nd;;;;n.;10.0;144
2;mŏnſiʹeur;F.;;;n.;11.0;144
1;mȯu̇nt;F.;;;n.;12.0;144
2;mȯu̇ʹnt_a_ĭn;F.;;;n.;13.0;144
3;mȯu̇nt_a_ĭneeʹr;;;;n.;14.0;144
3;mȯu̇ʹnt_a_ĭn_o_us;;;;a.;15.0;144
3;mȯu̇ʹntĕbănk;;;;n.;16.0;144
1;mo_u_rn;;;;v.;17.0;144
2;mo_u_ʹrnful;;;;a.;18.0;144
2;mо_u_ʹrning;;;;n.;19.0;144
1;mȯu̇ſe;;;;n.;20.0;144
1;mȯu̇th;;;;n.;21.0;144
1;mow;;;;n.;22.0;144
2;mūʹcid;L.;;;a.;23.0;144
3;mūʹcĭlage;;;;n.;24.0;144
5;mūcĭlăʹgĭn_o_us;;;;a.;25.0;144
1;mŭck;;;;n.;26.0;144
2;mūʹc_o_us;;;;a.;27.0;144
2;mūʹcus;L.;;;n.;28.0;144
1;mŭd;;;;n.;29.0;144
2;mŭʹddy;;;;a.;30.0;144
1;mŭff;;;;n.;31.0;144
2;mŭʹffĭn;;;;n.;32.0;144
2;mŭffle;;nbSyll>1 et pas d'accent tonic;;v.;33.0;144
2;mŭʹffler;;;;n.;34.0;144
2;mŭfti;;nbSyll>1 et pas d'accent tonic;;n.;35.0;144
1;mŭg;;;;n.;36.0;144
2;mŭʹggy;;;;a.;37.0;144
3;mūlăʹttо;;;;n.;38.0;144
3;mŭlbĕrry;;nbSyll>1 et pas d'accent tonic;;n.;39.0;144
3;mŭʹlcĭb_e_r;L.;;;n.;40.0;144
1;mŭlct;L.;;;n.;41.0;144
1;mūle;;;;n.;42.0;144
3;mūlĕteer;;nbSyll>1 et pas d'accent tonic;;n.;43.0;144
1;mŭll;;;;v.;44.0;144
2;mŭʹller;L.;;;n.;45.0;144
2;mŭllet;;nbSyll>1 et pas d'accent tonic;;n.;46.0;144
3;mŭltăʹnglar;L.;;;a.;47.0;144
5;mŭltĭlăʹtĕral;;;;a.;48.0;144
5;mŭltĭnōʹmĭal;L.;;;a.;49.0;144
3;mŭʹltĭple;L.;;;a.;50.0;144
4;mŭltĭplĭcăʹnd;L.;;;n.;51.0;144
6;mŭltĭplĭcāʹtion;;;;n.;52.0;144
5;mŭltĭplĭcāʹtor;;;;n.;53.0;144
5;mŭltĭplĭʹcĭty;;;;n.;54.0;144
3;mŭʹltĭply;;;;v.;55.0;144
3;mŭʹltĭtūde;L.;;;n.;56.0;144
1;mŭm;;;;n.;57.0;144
2;mŭʹmble;;;;v.;58.0;144
2;mŭʹmmer;;;;n.;59.0;144
2;mŭʹmmy;;;;n.;60.0;144
2;mŭʹmp_e_r;;;;n.;61.0;144
1;munch;;;;v.;62.0;144
2;mŭʹndāne;L.;;;a.;63.0;144
4;mŭʹndătŏry;;;;a.;64.0;144
2;mŭʹndic;;;;n.;65.0;144
5;mundĭʹfĭcātives;;;;n.;66.0;144
3;mŭʹndĭfy;;;;v.;67.0;144
4;mūnĭʹcĭpal;L.;;;a.;68.0;144
4;mūnĭʹfĭciĕnce;L.;;;n.;69.0;144
3;mūnĭʹment;L.;;;n.;70.0;144
3;mūʹnĭons;;;;n.;71.0;144
4;mūnĭʹtion;;;;n.;72.0;144
2;mūʹral;;;;a.;73.0;144
2;mŭʹrd_e_r;;;;n.;2.0;145
3;mŭʹrdĕrĕr;;;;n.;3.0;145
3;mŭʹrdĕr_o_us;;;;a.;4.0;145
1;mūre;;;;v.;5.0;145
2;mŭrky;;nbSyll>1 et pas d'accent tonic;;a.;6.0;145
2;mŭʹrmŭr;;;;n.;7.0;145
2;mŭʹrrain;;;;n.;8.0;145
2;mŭʹrrey;;;;n.;9.0;145
3;mŭʹrrĭon;;;;n.;10.0;145
3;mŭʹſcădel;;;;n.;11.0;145
3;mŭʹſcădine;;;;n.;12.0;145
2;mŭʹſcle;L.;;;n.;13.0;145
3;mŭʹſcŭlar;;;;a.;14.0;145
3;mŭʹſcŭl_o_us;;;;a.;15.0;145
1;mūſe;;;;v.;16.0;145
2;mūʹſes;G.;;;n.;17.0;145
3;mūſėʹu̇m;;;;n.;18.0;145
2;mŭʹſhroorn;;;;n.;19.0;145
3;mūʹsĭcal;;;;a.;20.0;145
2;mūʹſic;;;;n.;21.0;145
1;mŭſk;;;;n.;22.0;145
2;mŭʹſket;F.;;;n.;23.0;145
3;mŭſkĕttieʹr;F.;;;n.;24.0;145
3;mŭſkĕtooʹn;F.;;;n.;25.0;145
2;mŭʹſlin;F.;;;n.;26.0;145
3;mŭʹſsŭlman;;;;n.;27.0;145
1;mŭſt;;;;n.;28.0;145
3;mŭſtaʹches;F.;;;n.;29.0;145
2;mŭʹſtărd;;;;n.;30.0;145
2;mŭʹſt_e_r;;;;v.;31.0;145
2;mŭſty;L.;nbSyll>1 et pas d'accent tonic;;n.;32.0;145
5;mūtabĭʹlĭty;;;;n.;33.0;145
3;mūʹtable;;;;a.;34.0;145
4;mūtāʹtion;L.;;;n.;35.0;145
1;mūte;L.;;;n.;36.0;145
3;mūʹtĭlāte;;;;v.;37.0;145
5;mūtĭlāʹtion;;;;n.;38.0;145
3;mūtĭneeʹr;F.;;;n.;39.0;145
3;mūʹtĭn_o_us;;;;a.;40.0;145
3;mūʹtĭny;F.;;;n.;41.0;145
2;mŭʹtt_e_r;L.;;;v.;42.0;145
2;mŭʹtt_o_n;F.;;;n.;43.0;145
3;mūʹtūal;;;;a.;44.0;145
2;mūʹtūle;;;;n.;45.0;145
2;mŭʹzzle;;;;n.;46.0;145
4;myŏʹgrăphy;G.;;;n.;47.0;145
2;myʹops;;;;n.;48.0;145
3;myʹŏpy;;;;n.;49.0;145
3;my̆ʹrĭad;G.;;;n.;50.0;145
3;my̆ʹrmĭdons;;;;n.;51.0;145
4;myrŏʹbălăns;;;;n.;52.0;145
1;myrr_h_;;;;n.;53.0;145
2;my̆ʹrtle;L.;;;n.;54.0;145
4;myſtĕʹrĭ_o_us;;;;a.;55.0;145
3;my̆ʹſt_e_ry;;;;n.;56.0;145
3;my̆ʹſtĭcal;;;;a.;57.0;145
5;mythŏlŏʹgĭcal;;;;a.;58.0;145
4;mythŏʹlŏgiſt;;;;n.;59.0;145
3;mythŏʹlogy;G.;;;n.;60.0;145
3;myūʹrŭs;;;;n.;61.0;145
2;nāʹcre;;;;n.;2.0;145
2;nāʹdir;;;;n.;3.0;145
3;n_a_ēʹnĭa;;;;n.;4.0;145
2;næʹvī;;;;n.;5.0;145
1;năg;;;;n.;6.0;145
3;naiʹădès;L.;;;n.;7.0;145
1;naif;F.;;;a.;8.0;145
1;nail;;;;n.;9.0;145
2;nāʹked;;;;a.;2.0;146
3;nāʹkĕdneſs;;;;n.;3.0;146
2;nāʹmăz;;;;n.;4.0;146
1;nāme;;;;n.;5.0;146
2;nām_e_leſs;;nbSyll>1 et pas d'accent tonic;;a.;6.0;146
2;nāʹm_e_sāke;;;;n.;7.0;146
1;nap;;;;n.;8.0;146
1;nāpe;;;;n.;9.0;146
2;năʹphthā;G.;;;n.;10.0;146
2;năʹpkin;;;;n.;11.0;146
2;năʹppy;;;;a.;12.0;146
3;nărcĭʹſſus;;;;n.;13.0;146
3;nărcŏʹtic;;;;a.;14.0;146
3;nărcŏʹtics;G.;;;n.;15.0;146
4;nărrāʹtion;;;;n.;16.0;146
3;năʹrrātive;F.;;;n.;17.0;146
2;năʹrro_w_;;;;a.;18.0;146
1;nāʹſc;;;;n.;19.0;146
2;năʹſty;;;;a.;20.0;146
2;nāʹtal;;;;a.;21.0;146
3;nāʹtion;;;;n.;22.0;146
4;nāʹtional;;;;a.;23.0;146
2;nāʹtĭve;L.;;;n.;24.0;146
4;nātĭʹvĭty;L.;;;n.;25.0;146
3;nāʹtūral;;;;a.;26.0;146
4;nāʹtūrăliſt;;;;n.;27.0;146
7;natūrălĭsāʹtion;L.;;;n.;28.0;146
4;natūrălīze;;nbSyll>1 et pas d'accent tonic;;v.;29.0;146
2;nāʹtūre;;;;n.;30.0;146
2;nāʹvăl;L.;;;a.;31.0;146
1;nāve;;;;n.;32.0;146
2;nāʹvĕl;;;;n.;33.0;146
3;nauʹ_gh_tĭneſs;;;;n.;34.0;146
4;nāʹvĭgable;L.;;;a.;35.0;146
3;nāʹvĭgāte;;;;v.;36.0;146
5;nāvĭgāʹtion;;;;n.;37.0;146
4;nāvĭgāʹtor;;;;n.;38.0;146
3;nauʹfėȧ;L.;;;n.;39.0;146
3;nauʹfėȧte;;;;v.;40.0;146
3;nauʹſe_o_us;;;;a.;41.0;146
3;nauʹtĭcal;;;;a.;42.0;146
2;nāʹvy;L.;;;n.;43.0;146
1;neap;;;;n.;44.0;146
2;neaʹrneſs;;;;n.;45.0;146
1;neat;;;;n.;46.0;146
3;nĕʹbŭl_o_us;;;;a.;47.0;146
4;nĕʹcĕſsăries;;;;n.;48.0;146
4;nĕʹcĕſsăry;L.;;;a.;49.0;146
4;necĕʹſsĭtāte;;;;v.;50.0;146
4;necĕʹſsĭt_o_us;;;;a.;51.0;146
4;necĕʹſsĭty;;;;n.;52.0;146
1;neck;;;;n.;53.0;146
4;nĕʹcrŏmăncer;;;;n.;54.0;146
4;nĕʹcrŏmăncy;;;;n.;55.0;146
4;nĕcrŏmăʹntic;;;;a.;56.0;146
2;nĕʹctăr;G.;;;n.;57.0;146
4;nĕctāʹrėȧn;L.;;;a.;58.0;146
3;nĕʹctărine;;;;n.;59.0;146
1;need;;;;n.;60.0;146
2;neeʹdful;;;;a.;61.0;146
2;neeʹdle;;;;n.;62.0;146
2;neeʹdleſs;;;;a.;63.0;146
3;nefăʹnd_o_us;;;;a.;64.0;146
4;nĕfaʹrĭ_o_us;L.;;;a.;65.0;146
4;negāʹtion;L.;;;n.;66.0;146
3;nĕʹgătive;;;;n.;67.0;146
2;neglĕʹct;;;;n.;68.0;146
3;nĕʹglĭgĕnce;L.;;;n.;69.0;146
3;nĕʹglĭgent;;;;a.;70.0;146
4;nĕgōʹtiate;;;;v.;71.0;146
6;nĕgōtiāʹtion;;;;n.;72.0;146
5;nĕgōtiāʹtor;;;;n.;73.0;146
2;neʹgroes;;;;n.;2.0;147
1;neice;F.;;;n.;3.0;147
1;nei_gh_;;;;v.;4.0;147
2;neiʹ_gh_bo_u_r;;;;n.;5.0;147
3;neiʹ_gh_bo_u_rhood;;;;n.;6.0;147
3;neiʹ_gh_bo_u_rly;;;;a.;7.0;147
2;neiʹther;;;;p.;8.0;147
3;nemėʹȧn;;;;n.;9.0;147
3;nĕʹmĕſis;G.;;;n.;10.0;147
2;neʹphĕw;F.;;;n.;11.0;147
3;nephriʹtic;;;;a.;12.0;147
3;nephrĭʹtics;G.;;;n.;13.0;147
5;neptūnāʹlĭa;;;;n.;14.0;147
2;nĕʹptūne;;;;n.;15.0;147
3;nereiʹdès;;;;n.;16.0;147
3;nĕʹrėu̇s;L.;;;n.;17.0;147
1;nerve;L.;;;n.;18.0;147
2;nĕʹrv_o_us;;;;a.;19.0;147
1;neſt;;;;n.;20.0;147
2;nĕʹſtle;;;;v.;21.0;147
2;nĕʹſtling;;;;n.;22.0;147
1;net;;;;n.;23.0;147
3;nĕʹthĕrmŏſt;;;;a.;24.0;147
2;nĕʹttle;;;;v.;25.0;147
2;nĕʹvĕr;;;;p.;26.0;147
3;neurŏʹtics;;;;n.;27.0;147
2;neuʹt_e_r;L.;;;n.;28.0;147
2;neuʹtral;;;;a.;29.0;147
4;neutrăʹlĭty;;;;n.;30.0;147
1;new;;;;a.;31.0;147
2;neʹwel;;;;n.;32.0;147
1;nĭb;;;;n.;33.0;147
2;nʹĭbble;;;;v.;34.0;147
1;nīce;;;;a.;35.0;147
3;nīʹcĕty;;;;n.;36.0;147
2;nicēʹne;;;;a.;37.0;147
1;nĭche;F.;;;n.;38.0;147
2;nĭʹc_h_ils;L.;;;n.;39.0;147
4;nĭctāʹtion;;;;n.;40.0;147
2;nĭʹggărd;;;;n.;41.0;147
4;nĭʹggărdlĭneſs;;;;n.;42.0;147
3;nĭʹggărdly;;;;a.;43.0;147
1;nī_gh_;;;;p.;44.0;147
1;nī_gh_t;;;;n.;45.0;147
3;nĭʹghtĭngale;;;;n.;46.0;147
2;nīʹ_gh_tmāre;;;;n.;47.0;147
2;nīʹghtſhāde;;;;n.;48.0;147
1;nĭll;;;;n.;49.0;147
1;nĭm;;;;v.;50.0;147
2;nĭʹmble;L.;;;a.;51.0;147
3;nĭʹmbl_e_neſs;;;;n.;52.0;147
3;nĭncŏmpooʹp;;;;n.;53.0;147
1;nīne;;;;n.;54.0;147
2;nīnety;;nbSyll>1 et pas d'accent tonic;;n.;55.0;147
2;nĭʹnny;;;;n.;56.0;147
1;nĭp;;;;v.;57.0;147
2;nĭʹpp_e_rs;;;;n.;58.0;147
2;nĭʹpple;;;;n.;59.0;147
2;nīʹſan;;;;n.;60.0;147
2;niʹſey;;;;n.;61.0;147
2;nīʹsŭs;L.;;;n.;62.0;147
1;nĭt;;;;n.;63.0;147
2;nīʹtre;L.;;;n.;64.0;147
2;nīʹtr_o_us;;;;a.;65.0;147
